-7536.0 -36050.0 27.47 
-7535.0 -36050.0 27.27 
-7534.0 -36050.0 27.31 
-7533.0 -36050.0 27.66 
-7532.0 -36050.0 27.88 
-7531.0 -36050.0 27.93 
-7530.0 -36050.0 27.9 
-7529.0 -36050.0 27.93 
-7528.0 -36050.0 27.94 
-7527.0 -36050.0 27.94 
-7526.0 -36050.0 27.91 
-7525.0 -36050.0 27.93 
-7524.0 -36050.0 28.11 
-7523.0 -36050.0 28.36 
-7522.0 -36050.0 27.6 
-7521.0 -36050.0 24.61 
-7520.0 -36050.0 24.36 
-7519.0 -36050.0 24.28 
-7518.0 -36050.0 23.99 
-7517.0 -36050.0 24.24 
-7516.0 -36050.0 24.37 
-7515.0 -36050.0 24.34 
-7514.0 -36050.0 24.44 
-7513.0 -36050.0 24.47 
-7512.0 -36050.0 24.51 
-7511.0 -36050.0 24.9 
-7510.0 -36050.0 26.63 
-7509.0 -36050.0 29.01 
-7508.0 -36050.0 28.96 
-7507.0 -36050.0 28.92 
-7506.0 -36050.0 28.88 
-7505.0 -36050.0 29.03 
-7504.0 -36050.0 29.3 
-7503.0 -36050.0 29.38 
-7502.0 -36050.0 29.38 
-7501.0 -36050.0 29.21 
-7500.0 -36050.0 28.97 
-7499.0 -36050.0 29.34 
-7498.0 -36050.0 30.18 
-7497.0 -36050.0 29.14 
-7496.0 -36050.0 27.56 
-7495.0 -36050.0 25.9 
-7494.0 -36050.0 23.64 
-7493.0 -36050.0 23.09 
-7492.0 -36050.0 23.58 
-7491.0 -36050.0 23.64 
-7490.0 -36050.0 23.26 
-7489.0 -36050.0 23.39 
-7488.0 -36050.0 23.4 
-7487.0 -36050.0 23.31 
-7486.0 -36050.0 23.14 
-7485.0 -36050.0 23.28 
-7484.0 -36050.0 23.29 
-7483.0 -36050.0 23.24 
-7482.0 -36050.0 23.34 
-7481.0 -36050.0 23.29 
-7480.0 -36050.0 23.37 
-7479.0 -36050.0 23.67 
-7478.0 -36050.0 25.84 
-7477.0 -36050.0 27.71 
-7476.0 -36050.0 28.32 
-7475.0 -36050.0 28.49 
-7474.0 -36050.0 26.34 
-7473.0 -36050.0 25.24 
-7472.0 -36050.0 25.2 
-7471.0 -36050.0 25.01 
-7470.0 -36050.0 24.57 
-7469.0 -36050.0 23.3 
-7468.0 -36050.0 24.9 
-7467.0 -36050.0 27.89 
-7466.0 -36050.0 28.61 
-7465.0 -36050.0 29.04 
-7464.0 -36050.0 27.66 
-7463.0 -36050.0 26.57 
-7462.0 -36050.0 25.04 
-7461.0 -36050.0 24.74 
-7460.0 -36050.0 25.11 
-7459.0 -36050.0 25.12 
-7458.0 -36050.0 24.17 
-7457.0 -36050.0 23.24 
-7456.0 -36050.0 22.77 
-7455.0 -36050.0 22.44 
-7454.0 -36050.0 22.06 
-7453.0 -36050.0 21.79 
-7452.0 -36050.0 21.03 
-7451.0 -36050.0 20.38 
-7450.0 -36050.0 20.27 
-7449.0 -36050.0 19.63 
-7448.0 -36050.0 19.24 
-7447.0 -36050.0 19.02 
-7446.0 -36050.0 18.6 
-7445.0 -36050.0 16.57 
-7444.0 -36050.0 13.51 
-7443.0 -36050.0 12.97 
-7442.0 -36050.0 12.89 
-7441.0 -36050.0 12.96 
-7440.0 -36050.0 13.0 
-7439.0 -36050.0 12.99 
-7438.0 -36050.0 12.9 
-7437.0 -36050.0 12.86 
-7536.0 -36049.0 27.36 
-7535.0 -36049.0 27.26 
-7534.0 -36049.0 27.46 
-7533.0 -36049.0 27.77 
-7532.0 -36049.0 27.93 
-7531.0 -36049.0 27.94 
-7530.0 -36049.0 27.9 
-7529.0 -36049.0 27.88 
-7528.0 -36049.0 27.94 
-7527.0 -36049.0 27.97 
-7526.0 -36049.0 27.96 
-7525.0 -36049.0 27.96 
-7524.0 -36049.0 28.04 
-7523.0 -36049.0 28.32 
-7522.0 -36049.0 27.29 
-7521.0 -36049.0 24.5 
-7520.0 -36049.0 24.11 
-7519.0 -36049.0 23.93 
-7518.0 -36049.0 24.03 
-7517.0 -36049.0 24.04 
-7516.0 -36049.0 23.97 
-7515.0 -36049.0 24.04 
-7514.0 -36049.0 24.24 
-7513.0 -36049.0 24.21 
-7512.0 -36049.0 23.91 
-7511.0 -36049.0 24.38 
-7510.0 -36049.0 26.09 
-7509.0 -36049.0 28.57 
-7508.0 -36049.0 28.93 
-7507.0 -36049.0 28.89 
-7506.0 -36049.0 28.9 
-7505.0 -36049.0 29.2 
-7504.0 -36049.0 29.81 
-7503.0 -36049.0 29.92 
-7502.0 -36049.0 29.86 
-7501.0 -36049.0 29.56 
-7500.0 -36049.0 29.01 
-7499.0 -36049.0 29.3 
-7498.0 -36049.0 30.13 
-7497.0 -36049.0 30.3 
-7496.0 -36049.0 30.4 
-7495.0 -36049.0 30.03 
-7494.0 -36049.0 26.58 
-7493.0 -36049.0 23.34 
-7492.0 -36049.0 25.07 
-7491.0 -36049.0 25.29 
-7490.0 -36049.0 24.32 
-7489.0 -36049.0 25.42 
-7488.0 -36049.0 23.56 
-7487.0 -36049.0 22.74 
-7486.0 -36049.0 23.2 
-7485.0 -36049.0 23.19 
-7484.0 -36049.0 23.33 
-7483.0 -36049.0 23.29 
-7482.0 -36049.0 23.34 
-7481.0 -36049.0 23.34 
-7480.0 -36049.0 23.44 
-7479.0 -36049.0 24.16 
-7478.0 -36049.0 26.14 
-7477.0 -36049.0 27.69 
-7476.0 -36049.0 28.3 
-7475.0 -36049.0 27.7 
-7474.0 -36049.0 25.46 
-7473.0 -36049.0 24.86 
-7472.0 -36049.0 25.24 
-7471.0 -36049.0 25.19 
-7470.0 -36049.0 25.32 
-7469.0 -36049.0 25.83 
-7468.0 -36049.0 28.01 
-7467.0 -36049.0 30.01 
-7466.0 -36049.0 30.3 
-7465.0 -36049.0 30.01 
-7464.0 -36049.0 29.67 
-7463.0 -36049.0 27.64 
-7462.0 -36049.0 25.2 
-7461.0 -36049.0 24.28 
-7460.0 -36049.0 24.68 
-7459.0 -36049.0 24.26 
-7458.0 -36049.0 23.68 
-7457.0 -36049.0 23.13 
-7456.0 -36049.0 22.81 
-7455.0 -36049.0 22.28 
-7454.0 -36049.0 22.0 
-7453.0 -36049.0 21.38 
-7452.0 -36049.0 20.74 
-7451.0 -36049.0 20.81 
-7450.0 -36049.0 21.21 
-7449.0 -36049.0 19.98 
-7448.0 -36049.0 19.13 
-7447.0 -36049.0 18.63 
-7446.0 -36049.0 17.32 
-7445.0 -36049.0 15.22 
-7444.0 -36049.0 13.38 
-7443.0 -36049.0 12.96 
-7442.0 -36049.0 13.02 
-7441.0 -36049.0 13.01 
-7440.0 -36049.0 13.04 
-7439.0 -36049.0 13.07 
-7438.0 -36049.0 12.98 
-7437.0 -36049.0 12.93 
-7536.0 -36048.0 27.37 
-7535.0 -36048.0 27.34 
-7534.0 -36048.0 27.9 
-7533.0 -36048.0 27.94 
-7532.0 -36048.0 28.1 
-7531.0 -36048.0 28.13 
-7530.0 -36048.0 27.89 
-7529.0 -36048.0 27.91 
-7528.0 -36048.0 27.94 
-7527.0 -36048.0 27.94 
-7526.0 -36048.0 27.94 
-7525.0 -36048.0 28.1 
